placette,date,ID_camp.x,T_type,T_value,flux,ID_camp.y,F_type
p01,2013-03-06,1,Tair,12.7,0.78704802017855,1,ER
p01,2013-03-06,1,Tair,12.7,-0.223570747066562,1,NEE
p01,2013-03-06,1,Tair,12.7,0.563477273111987,1,GPP
p02,2013-03-06,1,Tair,11.6,0.840301516920653,1,ER
p02,2013-03-06,1,Tair,11.6,-0.103635822656825,1,NEE
p02,2013-03-06,1,Tair,11.6,0.736665694263828,1,GPP
p03,2013-03-06,1,Tair,14.5,1.19190075407596,1,ER
p03,2013-03-06,1,Tair,14.5,0.62939411372563,1,NEE
p03,2013-03-06,1,Tair,14.5,1.82129486780159,1,GPP
p04,2013-03-06,1,Tair,12,1.22671215637163,1,ER
p04,2013-03-06,1,Tair,12,0.468424211934616,1,NEE
p04,2013-03-06,1,Tair,12,1.69513636830625,1,GPP
p05,2013-03-06,1,Tair,14.2,0.740672080571121,1,ER
p05,2013-03-06,1,Tair,14.2,0.360654394847724,1,NEE
p05,2013-03-06,1,Tair,14.2,1.10132647541885,1,GPP
p06,2013-03-06,1,Tair,16.2,0.996928223369991,1,ER
p06,2013-03-06,1,Tair,16.2,-0.149531582893983,1,NEE
p06,2013-03-06,1,Tair,16.2,0.847396640476008,1,GPP
p07,2013-03-06,1,Tair,18,0.608192435338225,1,ER
p07,2013-03-06,1,Tair,18,0.24368552649531,1,NEE
p07,2013-03-06,1,Tair,18,0.851877961833534,1,GPP
p08,2013-03-06,1,Tair,15.8,1.93630643354299,1,ER
p08,2013-03-06,1,Tair,15.8,-0.587070227288816,1,NEE
p08,2013-03-06,1,Tair,15.8,1.34923620625418,1,GPP
p09,2013-03-06,1,Tair,14.2,0.952790127708471,1,ER
p09,2013-03-06,1,Tair,14.2,-0.708450888919246,1,NEE
p09,2013-03-06,1,Tair,14.2,0.244339238789224,1,GPP
p10,2013-03-05,1,Tair,15,0.452666245045542,1,ER
p10,2013-03-05,1,Tair,15,0.0120599651458682,1,NEE
p10,2013-03-05,1,Tair,15,0.46472621019141,1,GPP
p11,2013-03-05,1,Tair,15.7,0.307092281423976,1,ER
p11,2013-03-05,1,Tair,15.7,-0.300328761977231,1,NEE
p11,2013-03-05,1,Tair,15.7,0.00676351944674441,1,GPP
p12,2013-03-05,1,Tair,13.1,0.260941793295605,1,ER
p12,2013-03-05,1,Tair,13.1,-0.330464483204098,1,NEE
p12,2013-03-05,1,Tair,13.1,-0.0695226899084924,1,GPP
p13,2013-03-05,1,Tair,10,0.551003332678173,1,ER
p13,2013-03-05,1,Tair,10,-0.618863754353751,1,NEE
p13,2013-03-05,1,Tair,10,-0.0678604216755784,1,GPP
p14,2013-03-05,1,Tair,13,0.640394308813266,1,ER
p14,2013-03-05,1,Tair,13,-0.415930806843593,1,NEE
p14,2013-03-05,1,Tair,13,0.224463501969672,1,GPP
p15,2013-03-05,1,Tair,12.9,1.28237692085145,1,ER
p15,2013-03-05,1,Tair,12.9,-0.449551958782629,1,NEE
p15,2013-03-05,1,Tair,12.9,0.832824962068825,1,GPP
p16,2013-03-05,1,Tair,14.5,0.63531969296268,1,ER
p16,2013-03-05,1,Tair,14.5,-0.38182887463581,1,NEE
p16,2013-03-05,1,Tair,14.5,0.253490818326869,1,GPP
p17,2013-03-05,1,Tair,12.9,1e-04,1,ER
p17,2013-03-05,1,Tair,12.9,-0.341274083891042,1,NEE
p17,2013-03-05,1,Tair,12.9,-0.341174083891042,1,GPP
p18,2013-03-05,1,Tair,10.5,0.663627020459541,1,ER
p18,2013-03-05,1,Tair,10.5,-0.530038264930745,1,NEE
p18,2013-03-05,1,Tair,10.5,0.133588755528796,1,GPP
p19,2013-03-05,1,Tair,11.6,0.762279974493662,1,ER
p19,2013-03-05,1,Tair,11.6,-0.509642800864753,1,NEE
p19,2013-03-05,1,Tair,11.6,0.252637173628909,1,GPP
p20,2013-03-06,1,Tair,15.2,0.522068030108159,1,ER
p20,2013-03-06,1,Tair,15.2,-0.405987733312787,1,NEE
p20,2013-03-06,1,Tair,15.2,0.116080296795372,1,GPP
p01,2013-04-18,2,Tair,13.9,1.94144243663821,2,ER
p01,2013-04-18,2,Tair,13.9,-0.1302787716708,2,NEE
p01,2013-04-18,2,Tair,13.9,1.81116366496741,2,GPP
p02,2013-04-18,2,Tair,16.5,0.761855208809514,2,ER
p02,2013-04-18,2,Tair,16.5,0.446419226349605,2,NEE
p02,2013-04-18,2,Tair,16.5,1.20827443515912,2,GPP
p03,2013-04-18,2,Tair,21.5,2.27918337436255,2,ER
p03,2013-04-18,2,Tair,21.5,0.791497776553629,2,NEE
p03,2013-04-18,2,Tair,21.5,3.07068115091618,2,GPP
p04,2013-04-18,2,Tair,19.5,2.2784366423138,2,ER
p04,2013-04-18,2,Tair,19.5,1.52302587454487,2,NEE
p04,2013-04-18,2,Tair,19.5,3.80146251685866,2,GPP
p05,2013-04-18,2,Tair,17.7,1.08455640585291,2,ER
p05,2013-04-18,2,Tair,17.7,0.725042458726758,2,NEE
p05,2013-04-18,2,Tair,17.7,1.80959886457967,2,GPP
p06,2013-04-18,2,Tair,17.7,1.40762567308317,2,ER
p06,2013-04-18,2,Tair,17.7,0.149185531260277,2,NEE
p06,2013-04-18,2,Tair,17.7,1.55681120434344,2,GPP
p07,2013-04-18,2,Tair,24.4,0.994988460710698,2,ER
p07,2013-04-18,2,Tair,24.4,1.56973156749219,2,NEE
p07,2013-04-18,2,Tair,24.4,2.56472002820289,2,GPP
p08,2013-04-18,2,Tair,20.8,3.16496565731595,2,ER
p08,2013-04-18,2,Tair,20.8,0.514064576858236,2,NEE
p08,2013-04-18,2,Tair,20.8,3.67903023417419,2,GPP
p09,2013-04-18,2,Tair,24.5,2.74218118394916,2,ER
p09,2013-04-18,2,Tair,24.5,-1.74579302475903,2,NEE
p09,2013-04-18,2,Tair,24.5,0.996388159190134,2,GPP
p10,2013-04-18,2,Tair,23.2,0.680070682693758,2,ER
p10,2013-04-18,2,Tair,23.2,0.487292642522716,2,NEE
p10,2013-04-18,2,Tair,23.2,1.16736332521647,2,GPP
p11,2013-04-19,2,Tair,27.4,1.73636801772467,2,ER
p11,2013-04-19,2,Tair,27.4,-0.997460127653845,2,NEE
p11,2013-04-19,2,Tair,27.4,0.738907890070822,2,GPP
p12,2013-04-19,2,Tair,20.8,2.5757496948352,2,ER
p12,2013-04-19,2,Tair,20.8,-1.6544485982136,2,NEE
p12,2013-04-19,2,Tair,20.8,0.921301096621608,2,GPP
p13,2013-04-19,2,Tair,20.9,2.85730102767293,2,ER
p13,2013-04-19,2,Tair,20.9,-1.9790664445463,2,NEE
p13,2013-04-19,2,Tair,20.9,0.878234583126635,2,GPP
p14,2013-04-19,2,Tair,24.5,1.60659795595162,2,ER
p14,2013-04-19,2,Tair,24.5,-0.683211027048404,2,NEE
p14,2013-04-19,2,Tair,24.5,0.923386928903212,2,GPP
p15,2013-04-19,2,Tair,20.6,1.47738738715456,2,ER
p15,2013-04-19,2,Tair,20.6,-0.0926407663741681,2,NEE
p15,2013-04-19,2,Tair,20.6,1.3847466207804,2,GPP
p16,2013-04-19,2,Tair,24.7,1.59036222866909,2,ER
p16,2013-04-19,2,Tair,24.7,-0.849762081000603,2,NEE
p16,2013-04-19,2,Tair,24.7,0.740600147668487,2,GPP
p17,2013-04-19,2,Tair,21.8,2.12693016839661,2,ER
p17,2013-04-19,2,Tair,21.8,0.81373211611196,2,NEE
p17,2013-04-19,2,Tair,21.8,2.94066228450857,2,GPP
p18,2013-04-19,2,Tair,16.9,1.06982514111518,2,ER
p18,2013-04-19,2,Tair,16.9,0.142395048075075,2,NEE
p18,2013-04-19,2,Tair,16.9,1.21222018919026,2,GPP
p19,2013-04-19,2,Tair,19.6,1.79458673369669,2,ER
p19,2013-04-19,2,Tair,19.6,0.9676830216883,2,NEE
p19,2013-04-19,2,Tair,19.6,2.76226975538499,2,GPP
p20,2013-04-19,2,Tair,16.3,1.24057581344943,2,ER
p20,2013-04-19,2,Tair,16.3,0.0687340569004277,2,NEE
p20,2013-04-19,2,Tair,16.3,1.30930987034985,2,GPP
p01,2013-05-15,3,Tair,15.8,2.84637855527752,3,ER
p01,2013-05-15,3,Tair,15.8,1.42154014755679,3,NEE
p01,2013-05-15,3,Tair,15.8,4.26791870283431,3,GPP
p02,2013-05-15,3,Tair,15.8,3.78072033905078,3,ER
p02,2013-05-15,3,Tair,15.8,1.87633925379948,3,NEE
p02,2013-05-15,3,Tair,15.8,5.65705959285026,3,GPP
p03,2013-05-15,3,Tair,16.7,4.29502294401389,3,ER
p03,2013-05-15,3,Tair,16.7,1.52388723233376,3,NEE
p03,2013-05-15,3,Tair,16.7,5.81891017634766,3,GPP
p04,2013-05-15,3,Tair,16.7,2.41182830373094,3,ER
p04,2013-05-15,3,Tair,16.7,1.08492983887958,3,NEE
p04,2013-05-15,3,Tair,16.7,3.49675814261051,3,GPP
p05,2013-05-15,3,Tair,20,1.22426482032346,3,ER
p05,2013-05-15,3,Tair,20,2.28872406279251,3,NEE
p05,2013-05-15,3,Tair,20,3.51298888311597,3,GPP
p06,2013-05-15,3,Tair,24.6,2.66695834343596,3,ER
p06,2013-05-15,3,Tair,24.6,3.31381476062291,3,NEE
p06,2013-05-15,3,Tair,24.6,5.98077310405887,3,GPP
p07,2013-05-15,3,Tair,15.7,1.08674717506798,3,ER
p07,2013-05-15,3,Tair,15.7,2.97442845412005,3,NEE
p07,2013-05-15,3,Tair,15.7,4.06117562918803,3,GPP
p08,2013-05-15,3,Tair,15.7,3.79352517060518,3,ER
p08,2013-05-15,3,Tair,15.7,1.76454236552836,3,NEE
p08,2013-05-15,3,Tair,15.7,5.55806753613354,3,GPP
p09,2013-05-15,3,Tair,15,1.33048827602036,3,ER
p09,2013-05-15,3,Tair,15,0.894233343115774,3,NEE
p09,2013-05-15,3,Tair,15,2.22472161913614,3,GPP
p10,2013-05-15,3,Tair,14.7,1.8925584171009,3,ER
p10,2013-05-15,3,Tair,14.7,3.48521635961667,3,NEE
p10,2013-05-15,3,Tair,14.7,5.37777477671757,3,GPP
p11,2013-05-14,3,Tair,16.6,2.01878120540836,3,ER
p11,2013-05-14,3,Tair,16.6,0.898508663049789,3,NEE
p11,2013-05-14,3,Tair,16.6,2.91728986845815,3,GPP
p12,2013-05-14,3,Tair,17,3.41859540503063,3,ER
p12,2013-05-14,3,Tair,17,3.62279152555494,3,NEE
p12,2013-05-14,3,Tair,17,7.04138693058557,3,GPP
p13,2013-05-14,3,Tair,18.9,2.54648859694845,3,ER
p13,2013-05-14,3,Tair,18.9,1.75768708311642,3,NEE
p13,2013-05-14,3,Tair,18.9,4.30417568006487,3,GPP
p14,2013-05-14,3,Tair,18,2.46223550528576,3,ER
p14,2013-05-14,3,Tair,18,1.19191216230249,3,NEE
p14,2013-05-14,3,Tair,18,3.65414766758825,3,GPP
p15,2013-05-14,3,Tair,15.8,1.42244103228901,3,ER
p15,2013-05-14,3,Tair,15.8,2.4810649393122,3,NEE
p15,2013-05-14,3,Tair,15.8,3.9035059716012,3,GPP
p16,2013-05-14,3,Tair,15.8,2.1311918870843,3,ER
p16,2013-05-14,3,Tair,15.8,2.6931170841254,3,NEE
p16,2013-05-14,3,Tair,15.8,4.8243089712097,3,GPP
p17,2013-05-14,3,Tair,15.7,2.0657971342472,3,ER
p17,2013-05-14,3,Tair,15.7,2.49841684024123,3,NEE
p17,2013-05-14,3,Tair,15.7,4.56421397448842,3,GPP
p18,2013-05-14,3,Tair,15.7,1.08430386804557,3,ER
p18,2013-05-14,3,Tair,15.7,1.1721316329346,3,NEE
p18,2013-05-14,3,Tair,15.7,2.25643550098017,3,GPP
p19,2013-05-14,3,Tair,16.1,1.59493971094927,3,ER
p19,2013-05-14,3,Tair,16.1,2.99145841421889,3,NEE
p19,2013-05-14,3,Tair,16.1,4.58639812516816,3,GPP
p20,2013-05-14,3,Tair,15,2.14814469000612,3,ER
p20,2013-05-14,3,Tair,15,4.16157932701684,3,NEE
p20,2013-05-14,3,Tair,15,6.30972401702296,3,GPP
p01,2013-06-11,4,Tair,24.9,4.20340457269612,4,ER
p01,2013-06-11,4,Tair,24.9,2.14313929159768,4,NEE
p01,2013-06-11,4,Tair,24.9,6.34654386429379,4,GPP
p02,2013-06-11,4,Tair,24.9,5.6245898092903,4,ER
p02,2013-06-11,4,Tair,24.9,4.5512270173463,4,NEE
p02,2013-06-11,4,Tair,24.9,10.1758168266366,4,GPP
p03,2013-06-11,4,Tair,24.9,6.86122730410252,4,ER
p03,2013-06-11,4,Tair,24.9,1.66109766886386,4,NEE
p03,2013-06-11,4,Tair,24.9,8.52232497296639,4,GPP
p04,2013-06-11,4,Tair,20.4,3.52866212789244,4,ER
p04,2013-06-11,4,Tair,20.4,1.60799041808702,4,NEE
p04,2013-06-11,4,Tair,20.4,5.13665254597947,4,GPP
p05,2013-06-11,4,Tair,18.9,1.59176288041191,4,ER
p05,2013-06-11,4,Tair,18.9,2.6402935352272,4,NEE
p05,2013-06-11,4,Tair,18.9,4.23205641563911,4,GPP
p06,2013-06-11,4,Tair,18.9,3.81193368311795,4,ER
p06,2013-06-11,4,Tair,18.9,5.2907309246097,4,NEE
p06,2013-06-11,4,Tair,18.9,9.10266460772765,4,GPP
p07,2013-06-11,4,Tair,24.2,2.26115864967296,4,ER
p07,2013-06-11,4,Tair,24.2,4.89653248336432,4,NEE
p07,2013-06-11,4,Tair,24.2,7.15769113303728,4,GPP
p08,2013-06-11,4,Tair,24.2,5.06608259250777,4,ER
p08,2013-06-11,4,Tair,24.2,0.88812050303144,4,NEE
p08,2013-06-11,4,Tair,24.2,5.95420309553921,4,GPP
p09,2013-06-11,4,Tair,19.9,5.34567863759429,4,ER
p09,2013-06-11,4,Tair,19.9,-0.875809343009162,4,NEE
p09,2013-06-11,4,Tair,19.9,4.46986929458512,4,GPP
p10,2013-06-11,4,Tair,19.9,3.91490862255888,4,ER
p10,2013-06-11,4,Tair,19.9,3.92579233125067,4,NEE
p10,2013-06-11,4,Tair,19.9,7.84070095380955,4,GPP
p11,2013-06-12,4,Tair,19.5,3.49398878988514,4,ER
p11,2013-06-12,4,Tair,19.5,20.0948761795601,4,NEE
p11,2013-06-12,4,Tair,19.5,23.5888649694453,4,GPP
p12,2013-06-12,4,Tair,19.5,6.66228752897372,4,ER
p12,2013-06-12,4,Tair,19.5,11.1599628109384,4,NEE
p12,2013-06-12,4,Tair,19.5,17.8222503399121,4,GPP
p13,2013-06-12,4,Tair,19.1,5.02442494125557,4,ER
p13,2013-06-12,4,Tair,19.1,9.81322322671779,4,NEE
p13,2013-06-12,4,Tair,19.1,14.8376481679734,4,GPP
p14,2013-06-12,4,Tair,19.1,3.48226537520517,4,ER
p14,2013-06-12,4,Tair,19.1,5.88616613867222,4,NEE
p14,2013-06-12,4,Tair,19.1,9.36843151387739,4,GPP
p15,2013-06-12,4,Tair,19.6,3.67393739268019,4,ER
p15,2013-06-12,4,Tair,19.6,4.36061004835849,4,NEE
p15,2013-06-12,4,Tair,19.6,8.03454744103868,4,GPP
p16,2013-06-12,4,Tair,19.6,4.15749688809978,4,ER
p16,2013-06-12,4,Tair,19.6,6.59380251971251,4,NEE
p16,2013-06-12,4,Tair,19.6,10.7512994078123,4,GPP
p17,2013-06-12,4,Tair,21.4,3.78132444962365,4,ER
p17,2013-06-12,4,Tair,21.4,4.58280477848159,4,NEE
p17,2013-06-12,4,Tair,21.4,8.36412922810524,4,GPP
p18,2013-06-12,4,Tair,21.4,2.85547866553398,4,ER
p18,2013-06-12,4,Tair,21.4,3.21823951327536,4,NEE
p18,2013-06-12,4,Tair,21.4,6.07371817880934,4,GPP
p19,2013-06-12,4,Tair,20.6,3.78115351946862,4,ER
p19,2013-06-12,4,Tair,20.6,6.10542796092608,4,NEE
p19,2013-06-12,4,Tair,20.6,9.8865814803947,4,GPP
p20,2013-06-12,4,Tair,20.6,4.93892616390761,4,ER
p20,2013-06-12,4,Tair,20.6,5.25592110480477,4,NEE
p20,2013-06-12,4,Tair,20.6,10.1948472687124,4,GPP
p01,2013-07-05,5,Tair,21.4,5.79067613330928,5,ER
p01,2013-07-05,5,Tair,21.4,3.54916244543706,5,NEE
p01,2013-07-05,5,Tair,21.4,9.33983857874633,5,GPP
p02,2013-07-05,5,Tair,29.5,7.07054134794947,5,ER
p02,2013-07-05,5,Tair,29.5,2.56486146368979,5,NEE
p02,2013-07-05,5,Tair,29.5,9.63540281163926,5,GPP
p03,2013-07-05,5,Tair,36.8,8.68611636790806,5,ER
p03,2013-07-05,5,Tair,36.8,4.62550541346489,5,NEE
p03,2013-07-05,5,Tair,36.8,13.311621781373,5,GPP
p04,2013-07-05,5,Tair,18.7,4.01619184868162,5,ER
p04,2013-07-05,5,Tair,18.7,5.18408916841599,5,NEE
p04,2013-07-05,5,Tair,18.7,9.20028101709761,5,GPP
p05,2013-07-05,5,Tair,25.2,2.18480874145702,5,ER
p05,2013-07-05,5,Tair,25.2,5.03641864228616,5,NEE
p05,2013-07-05,5,Tair,25.2,7.22122738374318,5,GPP
p06,2013-07-05,5,Tair,36.3,6.75330648430462,5,ER
p06,2013-07-05,5,Tair,36.3,3.95831144551521,5,NEE
p06,2013-07-05,5,Tair,36.3,10.7116179298198,5,GPP
p07,2013-07-05,5,Tair,27.5,3.84313184769249,5,ER
p07,2013-07-05,5,Tair,27.5,9.72085799030439,5,NEE
p07,2013-07-05,5,Tair,27.5,13.5639898379969,5,GPP
p08,2013-07-05,5,Tair,36.5,7.98407328017813,5,ER
p08,2013-07-05,5,Tair,36.5,6.44314158816907,5,NEE
p08,2013-07-05,5,Tair,36.5,14.4272148683472,5,GPP
p09,2013-07-05,5,Tair,28.6,7.57223498446884,5,ER
p09,2013-07-05,5,Tair,28.6,2.83718795348493,5,NEE
p09,2013-07-05,5,Tair,28.6,10.4094229379538,5,GPP
p10,2013-07-05,5,Tair,30,4.27518457350833,5,ER
p10,2013-07-05,5,Tair,30,2.40774765551518,5,NEE
p10,2013-07-05,5,Tair,30,6.6829322290235,5,GPP
p11,2013-07-04,5,Tair,19.3,4.26188972324564,5,ER
p11,2013-07-04,5,Tair,19.3,3.82854386027933,5,NEE
p11,2013-07-04,5,Tair,19.3,8.09043358352496,5,GPP
p12,2013-07-04,5,Tair,21.4,6.98655021443963,5,ER
p12,2013-07-04,5,Tair,21.4,6.55659974844797,5,NEE
p12,2013-07-04,5,Tair,21.4,13.5431499628876,5,GPP
p13,2013-07-04,5,Tair,19.6,5.49369285538767,5,ER
p13,2013-07-04,5,Tair,19.6,3.29639162137968,5,NEE
p13,2013-07-04,5,Tair,19.6,8.79008447676736,5,GPP
p14,2013-07-04,5,Tair,20.6,4.00232738042844,5,ER
p14,2013-07-04,5,Tair,20.6,5.34179467614282,5,NEE
p14,2013-07-04,5,Tair,20.6,9.34412205657127,5,GPP
p15,2013-07-04,5,Tair,20,4.29990554189234,5,ER
p15,2013-07-04,5,Tair,20,3.32857640849137,5,NEE
p15,2013-07-04,5,Tair,20,7.62848195038371,5,GPP
p16,2013-07-04,5,Tair,22.8,4.28298760929853,5,ER
p16,2013-07-04,5,Tair,22.8,5.94773322856607,5,NEE
p16,2013-07-04,5,Tair,22.8,10.2307208378646,5,GPP
p17,2013-07-04,5,Tair,20.8,4.54751124430426,5,ER
p17,2013-07-04,5,Tair,20.8,9.78034812188993,5,NEE
p17,2013-07-04,5,Tair,20.8,14.3278593661942,5,GPP
p18,2013-07-04,5,Tair,24.3,3.35254495933211,5,ER
p18,2013-07-04,5,Tair,24.3,5.82498508523038,5,NEE
p18,2013-07-04,5,Tair,24.3,9.17753004456249,5,GPP
p19,2013-07-04,5,Tair,23,4.29057624219625,5,ER
p19,2013-07-04,5,Tair,23,4.89549679064955,5,NEE
p19,2013-07-04,5,Tair,23,9.18607303284579,5,GPP
p20,2013-07-04,5,Tair,22.8,5.17433212982237,5,ER
p20,2013-07-04,5,Tair,22.8,6.02717113720583,5,NEE
p20,2013-07-04,5,Tair,22.8,11.2015032670282,5,GPP
p01,2013-07-24,6,Tair,34.1,8.28586921486087,6,ER
p01,2013-07-24,6,Tair,34.1,5.29754389817056,6,NEE
p01,2013-07-24,6,Tair,34.1,13.5834131130314,6,GPP
p02,2013-07-24,6,Tair,33,11.0110351318646,6,ER
p02,2013-07-24,6,Tair,33,1.63741858604996,6,NEE
p02,2013-07-24,6,Tair,33,12.6484537179145,6,GPP
p03,2013-07-24,6,Tair,33.3,18.8604415903109,6,ER
p03,2013-07-24,6,Tair,33.3,6.59119488662252,6,NEE
p03,2013-07-24,6,Tair,33.3,25.4516364769334,6,GPP
p04,2013-07-24,6,Tair,34,6.10560306315249,6,ER
p04,2013-07-24,6,Tair,34,2.73301024493081,6,NEE
p04,2013-07-24,6,Tair,34,8.8386133080833,6,GPP
p05,2013-07-24,6,Tair,38.7,5.73909616117256,6,ER
p05,2013-07-24,6,Tair,38.7,1.62250209659399,6,NEE
p05,2013-07-24,6,Tair,38.7,7.36159825776654,6,GPP
p06,2013-07-24,6,Tair,33.8,6.19205584753268,6,ER
p06,2013-07-24,6,Tair,33.8,0.851598174486247,6,NEE
p06,2013-07-24,6,Tair,33.8,7.04365402201893,6,GPP
p07,2013-07-24,6,Tair,32.3,8.55464305112308,6,ER
p07,2013-07-24,6,Tair,32.3,2.34901281850503,6,NEE
p07,2013-07-24,6,Tair,32.3,10.9036558696281,6,GPP
p08,2013-07-24,6,Tair,30.7,7.10507209756198,6,ER
p08,2013-07-24,6,Tair,30.7,3.01090039827211,6,NEE
p08,2013-07-24,6,Tair,30.7,10.1159724958341,6,GPP
p09,2013-07-24,6,Tair,29.7,7.40702083084735,6,ER
p09,2013-07-24,6,Tair,29.7,3.14100737710431,6,NEE
p09,2013-07-24,6,Tair,29.7,10.5480282079517,6,GPP
p10,2013-07-24,6,Tair,28,4.81288030320273,6,ER
p10,2013-07-24,6,Tair,28,2.56959379180269,6,NEE
p10,2013-07-24,6,Tair,28,7.38247409500542,6,GPP
p11,2013-07-25,6,Tair,34.5,7.78914864410864,6,ER
p11,2013-07-25,6,Tair,34.5,4.36264427280546,6,NEE
p11,2013-07-25,6,Tair,34.5,12.1517929169141,6,GPP
p12,2013-07-25,6,Tair,34.7,14.7045919548789,6,ER
p12,2013-07-25,6,Tair,34.7,8.92707236977392,6,NEE
p12,2013-07-25,6,Tair,34.7,23.6316643246528,6,GPP
p13,2013-07-25,6,Tair,34.4,15.2889704982334,6,ER
p13,2013-07-25,6,Tair,34.4,2.09720962998671,6,NEE
p13,2013-07-25,6,Tair,34.4,17.3861801282201,6,GPP
p14,2013-07-25,6,Tair,33.1,10.3941130431615,6,ER
p14,2013-07-25,6,Tair,33.1,7.45566665433524,6,NEE
p14,2013-07-25,6,Tair,33.1,17.8497796974968,6,GPP
p15,2013-07-25,6,Tair,31.6,9.44787078846499,6,ER
p15,2013-07-25,6,Tair,31.6,2.57067274647333,6,NEE
p15,2013-07-25,6,Tair,31.6,12.0185435349383,6,GPP
p16,2013-07-25,6,Tair,31,9.65255760286663,6,ER
p16,2013-07-25,6,Tair,31,2.85673177031958,6,NEE
p16,2013-07-25,6,Tair,31,12.5092893731862,6,GPP
p17,2013-07-25,6,Tair,30.9,10.7894277493016,6,ER
p17,2013-07-25,6,Tair,30.9,1.25023599138943,6,NEE
p17,2013-07-25,6,Tair,30.9,12.039663740691,6,GPP
p18,2013-07-25,6,Tair,30.2,8.58163533750312,6,ER
p18,2013-07-25,6,Tair,30.2,2.55293313360295,6,NEE
p18,2013-07-25,6,Tair,30.2,11.1345684711061,6,GPP
p19,2013-07-25,6,Tair,30.5,9.79663465079935,6,ER
p19,2013-07-25,6,Tair,30.5,3.10670861066405,6,NEE
p19,2013-07-25,6,Tair,30.5,12.9033432614634,6,GPP
p20,2013-07-25,6,Tair,27.6,8.02199408465498,6,ER
p20,2013-07-25,6,Tair,27.6,2.49319611705452,6,NEE
p20,2013-07-25,6,Tair,27.6,10.5151902017095,6,GPP
p01,2013-08-29,7,Tair,16.8,4.99543565429891,7,ER
p01,2013-08-29,7,Tair,16.8,8.36553980572216,7,NEE
p01,2013-08-29,7,Tair,16.8,13.3609754600211,7,GPP
p02,2013-08-29,7,Tair,25.8,5.86180611761716,7,ER
p02,2013-08-29,7,Tair,25.8,3.33224362772751,7,NEE
p02,2013-08-29,7,Tair,25.8,9.19404974534467,7,GPP
p03,2013-08-29,7,Tair,31.2,11.4684088358541,7,ER
p03,2013-08-29,7,Tair,31.2,3.84844194764584,7,NEE
p03,2013-08-29,7,Tair,31.2,15.3168507835,7,GPP
p04,2013-08-29,7,Tair,29.1,4.36154100295005,7,ER
p04,2013-08-29,7,Tair,29.1,5.21812745164945,7,NEE
p04,2013-08-29,7,Tair,29.1,9.5796684545995,7,GPP
p05,2013-08-29,7,Tair,29.1,4.09205497605049,7,ER
p05,2013-08-29,7,Tair,29.1,0.730701470006044,7,NEE
p05,2013-08-29,7,Tair,29.1,4.82275644605653,7,GPP
p06,2013-08-29,7,Tair,29.8,8.30529656859593,7,ER
p06,2013-08-29,7,Tair,29.8,-0.839758138337606,7,NEE
p06,2013-08-29,7,Tair,29.8,7.46553843025833,7,GPP
p07,2013-08-30,7,Tair,30.2,4.76191402578428,7,ER
p07,2013-08-30,7,Tair,30.2,1.8064817441721,7,NEE
p07,2013-08-30,7,Tair,30.2,6.56839576995638,7,GPP
p08,2013-08-30,7,Tair,35.1,5.62285671315842,7,ER
p08,2013-08-30,7,Tair,35.1,1.54039287088768,7,NEE
p08,2013-08-30,7,Tair,35.1,7.1632495840461,7,GPP
p09,2013-08-30,7,Tair,32,7.74237822482494,7,ER
p09,2013-08-30,7,Tair,32,0.782669295961312,7,NEE
p09,2013-08-30,7,Tair,32,8.52504752078626,7,GPP
p10,2013-08-30,7,Tair,31.4,3.6372385965643,7,ER
p10,2013-08-30,7,Tair,31.4,2.90088143050537,7,NEE
p10,2013-08-30,7,Tair,31.4,6.53812002706967,7,GPP
p11,2013-08-30,7,Tair,23.2,7.2047683954506,7,ER
p11,2013-08-30,7,Tair,23.2,2.19213380452423,7,NEE
p11,2013-08-30,7,Tair,23.2,9.39690219997483,7,GPP
p12,2013-08-30,7,Tair,31.8,9.44746670023487,7,ER
p12,2013-08-30,7,Tair,31.8,3.07533184175879,7,NEE
p12,2013-08-30,7,Tair,31.8,12.5227985419937,7,GPP
p13,2013-08-30,7,Tair,30.1,14.8357889885626,7,ER
p13,2013-08-30,7,Tair,30.1,9.31090009564464,7,NEE
p13,2013-08-30,7,Tair,30.1,24.1466890842073,7,GPP
p14,2013-08-30,7,Tair,31.2,8.33347296385879,7,ER
p14,2013-08-30,7,Tair,31.2,4.00854056752089,7,NEE
p14,2013-08-30,7,Tair,31.2,12.3420135313797,7,GPP
p15,2013-08-29,7,Tair,29.5,7.36505080518747,7,ER
p15,2013-08-29,7,Tair,29.5,5.58551282606478,7,NEE
p15,2013-08-29,7,Tair,29.5,12.9505636312523,7,GPP
p16,2013-08-29,7,Tair,28.4,5.54136535555276,7,ER
p16,2013-08-29,7,Tair,28.4,7.421743102147,7,NEE
p16,2013-08-29,7,Tair,28.4,12.9631084576998,7,GPP
p17,2013-08-29,7,Tair,24,7.79747531752484,7,ER
p17,2013-08-29,7,Tair,24,6.67136845546002,7,NEE
p17,2013-08-29,7,Tair,24,14.4688437729849,7,GPP
p18,2013-08-29,7,Tair,29.6,5.40615519235001,7,ER
p18,2013-08-29,7,Tair,29.6,0.950500151224413,7,NEE
p18,2013-08-29,7,Tair,29.6,6.35665534357442,7,GPP
p19,2013-08-29,7,Tair,18.6,6.50802270638726,7,ER
p19,2013-08-29,7,Tair,18.6,11.7203852064984,7,NEE
p19,2013-08-29,7,Tair,18.6,18.2284079128857,7,GPP
