placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p18,2014-03-20,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Erica,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Sphagnum,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2014-03-20,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Erica,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Sphagnum,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2014-03-20,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Erica,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2014-03-20,Mousse,,,,,,,,,,,,,,,,,,,,
