placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p09,2013-10-23,Calluna,,,,,,,,,,,,,,,,,,,,
p09,2013-10-23,Erica,16.5,11,7,7,6,5,21,10,10,15,,,,,,,,,,
p09,2013-10-23,Sphagnum,13.3,,,,,,,,,,,,,,,,,,,
p09,2013-10-23,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p09,2013-10-23,Molinia,,,,,,,,,,,,,,,,,,,,
p09,2013-10-23,Eriophorum,,,,,,,,,,,,,,,,,,,,
p09,2013-10-23,Polytrick,,,,,,,,,,,,,,,,,,,,
p09,2013-10-23,Mousse,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Calluna,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Erica,29.5,30.5,20,11,8.5,20,12,14,20,15,,,,,,,,,,
p10,2013-10-23,Sphagnum,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Molinia,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Eriophorum,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Polytrick,,,,,,,,,,,,,,,,,,,,
p10,2013-10-23,Mousse,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Erica,20,18,13.5,18.5,8.5,10.5,12,12,12.5,16,,,,,,,,,,
p11,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p11,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Erica,26,42,37,34,21,33,28,,,,,,,,,,,,,
p12,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Erica,36,25,17,19,25,,,,,,,,,,,,,,,
p13,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Erica,16,8,19,22,5,4,12,,,,,,,,,,,,,
p14,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Erica,25,28,17,27,15,16.5,26.5,12.5,9.5,7.5,,,,,,,,,,
p15,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Erica,10,14,4,13,10,,,,,,,,,,,,,,,
p16,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Erica,25,19,10,22.5,24,8.5,15,15.5,23.5,22,,,,,,,,,,
p17,2013-10-22,Sphagnum,35,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Erica,19,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Sphagnum,51.5,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Erica,24,20,21,16,24,21,17,13,19,,,,,,,,,,,
p19,2013-10-22,Sphagnum,48.5,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Erica,9,12,7,11.5,3.5,2.5,8,8.5,,,,,,,,,,,,
p20,2013-10-22,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2013-10-22,Mousse,,,,,,,,,,,,,,,,,,,,
