placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p11,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p11,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p11,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p11,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p11,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Erica,42,24,29,27,34,38,,,,,,,,,,,,,,
p12,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Erica,31,35,22,22.5,6.3,,,,,,,,,,,,,,,
p13,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Erica,5,17,23,7,9,7,19,14,,,,,,,,,,,,
p14,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Erica,27.5,28,26.5,17.5,12,13,18,20.5,13,8.5,,,,,,,,,,
p15,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Erica,16,8,5,7,,,,,,,,,,,,,,,,
p16,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Erica,26.5,21.5,21,21.5,9.5,11,10.5,7,12,10,14,,,,,,,,,
p17,2013-07-25,Sphagnum,37,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Erica,15,7,18,,,,,,,,,,,,,,,,,
p18,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Erica,22,27.5,23,19.5,6,8.5,10,7,11.5,13,,,,,,,,,,
p19,2013-07-25,Sphagnum,51.5,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Erica,22,15,5,9,,,,,,,,,,,,,,,,
p20,2013-07-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2013-07-25,Mousse,,,,,,,,,,,,,,,,,,,,
