placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p12,2013-08-30,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2013-08-30,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p12,2013-08-30,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2013-08-30,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2013-08-30,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2013-08-30,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Erica,32.5,22,21,10,3,,,,,,,,,,,,,,,
p13,2013-08-30,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2013-08-30,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Erica,19,15,20,18.5,8.5,6,6,9.5,5,3.5,,,,,,,,,,
p14,2013-08-30,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2013-08-30,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Erica,21,24,14,12,21,25,25,21,22,25,15,10,,,,,,,,
p15,2013-08-29,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2013-08-29,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Erica,14,8,7,10,11,,,,,,,,,,,,,,,
p16,2013-08-29,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2013-08-29,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Erica,11,12,10,20,23,23,24,26,19,9,11,16,18,,,,,,,
p17,2013-08-29,Sphagnum,35,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2013-08-29,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Erica,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Sphagnum,52,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2013-08-29,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Erica,24,22,8,6,21,29,20,14,20,6,8,,,,,,,,,
p19,2013-08-29,Sphagnum,50,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2013-08-29,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Erica,16,14,7,6,8,13,,,,,,,,,,,,,,
p20,2013-08-29,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2013-08-29,Mousse,,,,,,,,,,,,,,,,,,,,
