placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p03,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Calluna,,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Erica,2.00,4.50,2.50,3.50,2.00,6.00,2.50,3.00,0.70,1.50,,,,,,,,,,
p04,2013-03-06,Sphagnum,0.51,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p04,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
p05,2013-03-06,Calluna,1.50,1.50,1.00,1.50,5.50,10.00,5.00,,,,,,,,,,,,,
p05,2013-03-06,Erica,4.50,2.00,3.00,,,,,,,,,,,,,,,,,
p05,2013-03-06,Sphagnum,19.50,,,,,,,,,,,,,,,,,,,
p05,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p05,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p05,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p05,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p05,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Calluna,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Erica,10.50,12.00,6.00,14.00,10.00,10.00,,,,,,,,,,,,,,
p06,2013-03-06,Sphagnum,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p06,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Calluna,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Erica,1.50,1.00,4.00,3.00,4.00,1.50,2.00,2.00,,,,,,,,,,,,
p07,2013-03-06,Sphagnum,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p07,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Calluna,,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Erica,15.00,14.00,10.00,10.00,16.00,18.00,12.00,,,,,,,,,,,,,
p08,2013-03-06,Sphagnum,15.00,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p08,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Calluna,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Erica,11.00,8.00,10.00,5.00,4.00,,,,,,,,,,,,,,,
p09,2013-03-06,Sphagnum,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p09,2013-03-06,Mousse,12.50,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Erica,6.00,11.00,6.00,4.00,13.00,9.00,,,,,,,,,,,,,,
p10,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p10,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Erica,4.00,5.50,22.00,8.00,8.00,6.00,15.00,4.00,15.00,,,,,,,,,,,
p11,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p11,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Erica,28.00,11.50,14.00,13.00,13.00,6.00,8.00,1.50,2.50,,,,,,,,,,,
p12,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Erica,13.00,15.00,8.00,,,,,,,,,,,,,,,,,
p13,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Erica,8.00,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Erica,4.00,4.00,7.00,5.50,6.50,11.00,3.00,4.00,3.00,,,,,,,,,,,
p15,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Erica,9.00,11.00,8.00,3.00,4.00,6.00,,,,,,,,,,,,,,
p16,2013-03-05,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Erica,4.00,4.50,2.50,2.00,7.50,5.00,3.50,0.50,,,,,,,,,,,,
p17,2013-03-05,Sphagnum,29.00,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Erica,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Sphagnum,57.00,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Erica,0.50,1.00,3.00,0.50,2.00,5.00,,,,,,,,,,,,,,
p19,2013-03-05,Sphagnum,49.00,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2013-03-05,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Erica,4.50,1.00,5.00,1.50,,,,,,,,,,,,,,,,
p20,2013-03-06,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2013-03-06,Mousse,,,,,,,,,,,,,,,,,,,,
