placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p08,2013-05-15,Erica,6.50,23.00,29.00,19.00,26.00,12.50,9.50,15.50,12.00,24.00,,,,,,,,,,
p08,2013-05-15,Sphagnum,1.50,,,,,,,,,,,,,,,,,,,
p08,2013-05-15,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p08,2013-05-15,Molinia,,,,,,,,,,,,,,,,,,,,
p08,2013-05-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p08,2013-05-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p08,2013-05-15,Mousse,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Calluna,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Erica,15.00,14.00,18.00,6.00,12.00,8.00,6.00,10.00,,,,,,,,,,,,
p09,2013-05-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Molinia,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p09,2013-05-15,Mousse,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Calluna,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Erica,12.00,6.50,9.00,15.00,21.50,19.00,10.00,8.00,11.00,15.50,,,,,,,,,,
p10,2013-05-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Molinia,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p10,2013-05-15,Mousse,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Erica,9.50,17.00,3.00,5.50,9.00,8.50,5.50,3.00,9.00,,,,,,,,,,,
p11,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p11,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Erica,29.00,18.00,18.00,17.00,33.00,16.00,7.00,15.00,,,,,,,,,,,,
p12,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Erica,25.50,14.00,11.50,19.50,,,,,,,,,,,,,,,,
p13,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Erica,18.00,14.00,17.00,10.00,8.00,29.00,14.00,19.00,14.00,,,,,,,,,,,
p14,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Erica,22.50,26.00,8.50,14.50,10.00,23.00,5.00,4.50,4.00,12.50,,,,,,,,,,
p15,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Erica,9.00,11.00,5.00,44.00,5.00,,,,,,,,,,,,,,,
p16,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Erica,4.00,8.00,4.00,22.00,28.00,1.50,11.50,5.00,10.00,6.00,,,,,,,,,,
p17,2013-05-14,Sphagnum,36.00,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Erica,10.00,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Sphagnum,57.50,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Erica,23.50,19.00,24.50,21.00,5.00,12.50,8.50,5.00,5.00,3.00,,,,,,,,,,
p19,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Erica,13.00,14.50,6.00,,,,,,,,,,,,,,,,,
p20,2013-05-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Sphg.Rubel,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2013-05-14,Mousse,,,,,,,,,,,,,,,,,,,,
