placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p01,2013-06-11,Calluna,,,,,,,,,,,,,,,,,,,,
p01,2013-06-11,Erica,9.00,20.00,19.00,35.00,14.00,15.00,6.00,11.50,7.00,6.50,,,,,,,,,,
p01,2013-06-11,Sphagnum,,,,,,,,,,,,,,,,,,,,
p01,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p01,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p01,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p01,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p01,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p02,2013-06-11,Calluna,14.00,20.00,20.50,15.00,,,,,,,,,,,,,,,,
p02,2013-06-11,Erica,11.00,14.00,22.00,9.00,20.00,12.50,14.50,11.50,10.00,15.00,,,,,,,,,,
p02,2013-06-11,Sphagnum,16.00,,,,,,,,,,,,,,,,,,,
p02,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p02,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p02,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p02,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p02,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p03,2013-06-11,Calluna,14.00,14.00,13.00,14.00,28.00,23.00,15.00,18.00,,,,,,,,,,,,
p03,2013-06-11,Erica,10.00,11.00,12.00,17.00,8.00,,,,,,,,,,,,,,,
p03,2013-06-11,Sphagnum,11.50,,,,,,,,,,,,,,,,,,,
p03,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p03,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p03,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p03,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p03,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Calluna,,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Erica,6.00,10.00,14.00,20.00,10.00,12.00,9.00,6.00,9.00,,,,,,,,,,,
p04,2013-06-11,Sphagnum,52.50,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p04,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Calluna,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Erica,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Sphagnum,18.00,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p05,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p06,2013-06-11,Calluna,15.00,11.00,15.00,,,,,,,,,,,,,,,,,
p06,2013-06-11,Erica,7.00,7.00,6.00,5.00,20.00,25.00,25.00,14.00,18.00,,,,,,,,,,,
p06,2013-06-11,Sphagnum,,,,,,,,,,,,,,,,,,,,
p06,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p06,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p06,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p06,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p06,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Calluna,,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Erica,8.00,5.00,10.00,7.00,5.00,29.00,14.00,21.00,9.00,12.00,,,,,,,,,,
p07,2013-06-11,Sphagnum,7.00,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p07,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Calluna,,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Erica,24.00,18.00,12.00,12.00,27.00,29.50,9.00,9.00,18.00,12.50,,,,,,,,,,
p08,2013-06-11,Sphagnum,1.00,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Molinia,,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Eriophorum,,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Polytrick,,,,,,,,,,,,,,,,,,,,
p08,2013-06-11,Mousse,,,,,,,,,,,,,,,,,,,,
