placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p01,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p01,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p02,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p03,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p04,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p05,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p06,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p07,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p08,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p09,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Calluna,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Erica,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Sphagnum,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Molinia,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Eriophorum,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Polytrick,,,,,,,,,,,,,,,,,,,,
p10,2014-04-15,Mousse,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p11,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
