placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p12,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Erica,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2014-04-14,Mousse,,,,,,,,,,,,,,,,,,,,
