placette,date,Veg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p10,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p10,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p10,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p10,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p10,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p10,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Calluna,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Erica,22,18.5,15,8.5,11,13,15.5,12.5,9.5,8,15.5,,,,,,,,,
p11,2013-09-24,Sphagnum,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Molinia,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Eriophorum,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Polytrick,,,,,,,,,,,,,,,,,,,,
p11,2013-09-24,Mousse,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Calluna,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Erica,44.5,24.5,36.5,41,21,18,,,,,,,,,,,,,,
p12,2013-09-24,Sphagnum,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Molinia,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Eriophorum,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Polytrick,,,,,,,,,,,,,,,,,,,,
p12,2013-09-24,Mousse,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Calluna,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Erica,31,36,38,23,,,,,,,,,,,,,,,,
p13,2013-09-24,Sphagnum,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Molinia,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Eriophorum,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Polytrick,,,,,,,,,,,,,,,,,,,,
p13,2013-09-24,Mousse,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Calluna,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Erica,19,9,21,26,19.5,7,8.5,7,5,7.5,,,,,,,,,,
p14,2013-09-24,Sphagnum,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Molinia,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Eriophorum,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Polytrick,,,,,,,,,,,,,,,,,,,,
p14,2013-09-24,Mousse,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Calluna,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Erica,25,28.5,24.5,24,12,15,17.5,16.5,11.5,10,9,9.5,,,,,,,,
p15,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p15,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Calluna,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Erica,18,10.5,11.5,5,10.5,7,,,,,,,,,,,,,,
p16,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p16,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Calluna,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Erica,25,23.5,23,16,16.5,14,10,4.5,9,8.5,,,,,,,,,,
p17,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p17,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Calluna,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Erica,20.5,17,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p18,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Calluna,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Erica,30.5,25,28.5,21,22,19,13,8.5,6.5,9.5,17.5,,,,,,,,,
p19,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p19,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Calluna,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Erica,9,12,17.5,8,8.5,9,,,,,,,,,,,,,,
p20,2013-09-25,Sphagnum,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Sphg.Cuspi,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Molinia,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Eriophorum,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Polytrick,,,,,,,,,,,,,,,,,,,,
p20,2013-09-25,Mousse,,,,,,,,,,,,,,,,,,,,
